InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
537262,48185,DOORMAT FAIRY CAKE,1,12/6/2010 11:26,7.95,15039,United Kingdom
537265,22983,CARD BILLBOARD FONT,12,12/6/2010 11:26,0.42,15919,United Kingdom
537298,22083,PAPER CHAIN KIT RETROSPOT,6,12/6/2010 11:37,2.95,13497,United Kingdom
537312,22083,PAPER CHAIN KIT RETROSPOT,12,12/6/2010 11:42,2.95,14189,United Kingdom
537312,22192,BLUE DINER WALL CLOCK,2,12/6/2010 11:42,8.5,14189,United Kingdom
537313,22699,ROSES REGENCY TEACUP AND SAUCER,6,12/6/2010 11:42,2.95,15304,United Kingdom
537312,22620,4 TRADITIONAL SPINNING TOPS,12,12/6/2010 11:42,1.25,14189,United Kingdom
537332,22424,ENAMEL BREAD BIN CREAM,3,12/6/2010 11:58,12.75,14344,United Kingdom
537334,22192,BLUE DINER WALL CLOCK,1,12/6/2010 12:06,8.5,16719,United Kingdom
537334,22747,POPPY'S PLAYHOUSE BATHROOM,1,12/6/2010 12:06,2.1,16719,United Kingdom
537334,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,12/6/2010 12:06,3.75,16719,United Kingdom
537335,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,12/6/2010 12:15,1.95,15048,United Kingdom
537335,22699,ROSES REGENCY TEACUP AND SAUCER,2,12/6/2010 12:15,2.95,15048,United Kingdom
537335,22747,POPPY'S PLAYHOUSE BATHROOM,1,12/6/2010 12:15,2.1,15048,United Kingdom
537346,22962,JAM JAR WITH PINK LID,12,12/6/2010 12:21,0.85,15301,United Kingdom
537346,20685,DOORMAT RED RETROSPOT,2,12/6/2010 12:21,7.95,15301,United Kingdom
537346,21803,CHRISTMAS TREE STAR DECORATION,36,12/6/2010 12:21,0.42,15301,United Kingdom
537346,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,12/6/2010 12:21,7.95,15301,United Kingdom
537351,22467,GUMBALL COAT RACK,2,12/6/2010 12:23,2.55,16898,United Kingdom
537351,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,1,12/6/2010 12:23,1.25,16898,United Kingdom
537354,22562,MONSTERS STENCIL CRAFT,1,12/6/2010 12:23,1.25,12748,United Kingdom
537354,22300,COFFEE MUG DOG + BALL DESIGN,2,12/6/2010 12:23,2.55,12748,United Kingdom
537354,22662,LUNCH BAG DOLLY GIRL DESIGN,2,12/6/2010 12:23,1.65,12748,United Kingdom
537354,20725,LUNCH BAG RED RETROSPOT,2,12/6/2010 12:23,1.65,12748,United Kingdom
537354,20724,RED RETROSPOT CHARLOTTE BAG,5,12/6/2010 12:23,0.85,12748,United Kingdom
537350,22534,MAGIC DRAWING SLATE SPACEBOY,24,12/6/2010 12:23,0.42,14708,United Kingdom
537359,22637,PIGGY BANK RETROSPOT,4,12/6/2010 12:30,2.55,14825,United Kingdom
537359,22835,HOT WATER BOTTLE I AM SO POORLY,4,12/6/2010 12:30,4.65,14825,United Kingdom
537362,22083,PAPER CHAIN KIT RETROSPOT,3,12/6/2010 12:34,2.95,17596,United Kingdom
537362,22424,ENAMEL BREAD BIN CREAM,1,12/6/2010 12:34,12.75,17596,United Kingdom
537362,21955,DOORMAT UNION JACK GUNS AND ROSES,1,12/6/2010 12:34,7.95,17596,United Kingdom
537362,20974,12 PENCILS SMALL TUBE SKULL,1,12/6/2010 12:34,0.65,17596,United Kingdom
537362,20974,12 PENCILS SMALL TUBE SKULL,8,12/6/2010 12:34,0.65,17596,United Kingdom
537362,22614,PACK OF 12 SPACEBOY TISSUES,1,12/6/2010 12:34,0.29,17596,United Kingdom
537365,85152,HAND OVER THE CHOCOLATE   SIGN,12,12/6/2010 12:38,2.1,15078,United Kingdom
537365,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,12/6/2010 12:38,2.95,15078,United Kingdom
537368,22147,FELTCRAFT BUTTERFLY HEARTS,12,12/6/2010 12:40,1.45,14911,EIRE
537368,84375,SET OF 20 KIDS COOKIE CUTTERS,12,12/6/2010 12:40,2.1,14911,EIRE
537369,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,12/6/2010 12:41,1.95,17860,United Kingdom
537369,22558,CLOTHES PEGS RETROSPOT PACK 24,2,12/6/2010 12:41,1.49,17860,United Kingdom
537369,22467,GUMBALL COAT RACK,2,12/6/2010 12:41,2.55,17860,United Kingdom
537369,22467,GUMBALL COAT RACK,1,12/6/2010 12:41,2.55,17860,United Kingdom
537369,22835,HOT WATER BOTTLE I AM SO POORLY,1,12/6/2010 12:41,4.65,17860,United Kingdom
537369,22728,ALARM CLOCK BAKELIKE PINK,1,12/6/2010 12:41,3.75,17860,United Kingdom
537370,22083,PAPER CHAIN KIT RETROSPOT,1,12/6/2010 12:44,2.95,13155,United Kingdom
537370,22549,PICTURE DOMINOES,1,12/6/2010 12:44,1.45,13155,United Kingdom
537370,85132C,CHARLIE AND LOLA FIGURES TINS,1,12/6/2010 12:44,9.95,13155,United Kingdom
537370,22558,CLOTHES PEGS RETROSPOT PACK 24,1,12/6/2010 12:44,1.49,13155,United Kingdom
537370,22147,FELTCRAFT BUTTERFLY HEARTS,2,12/6/2010 12:44,1.45,13155,United Kingdom
537372,48187,DOORMAT NEW ENGLAND,4,12/6/2010 12:52,7.95,16919,United Kingdom
537372,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,12/6/2010 12:52,7.95,16919,United Kingdom
537372,48185,DOORMAT FAIRY CAKE,1,12/6/2010 12:52,7.95,16919,United Kingdom
537374,22619,SET OF 6 SOLDIER SKITTLES,1,12/6/2010 12:55,3.75,17259,United Kingdom
537375,21452,TOADSTOOL MONEY BOX,4,12/6/2010 12:55,2.95,17019,United Kingdom
537374,22549,PICTURE DOMINOES,1,12/6/2010 12:55,1.45,17259,United Kingdom
537374,22549,PICTURE DOMINOES,1,12/6/2010 12:55,1.45,17259,United Kingdom
537375,22635,CHILDS BREAKFAST SET DOLLY GIRL,1,12/6/2010 12:55,9.95,17019,United Kingdom
537374,22142,CHRISTMAS CRAFT WHITE FAIRY,1,12/6/2010 12:55,1.45,17259,United Kingdom
537375,20974,12 PENCILS SMALL TUBE SKULL,6,12/6/2010 12:55,0.65,17019,United Kingdom
537375,21901,"KEY FOB , BACK DOOR ",3,12/6/2010 12:55,0.65,17019,United Kingdom
537375,22562,MONSTERS STENCIL CRAFT,3,12/6/2010 12:55,1.25,17019,United Kingdom
537374,22620,4 TRADITIONAL SPINNING TOPS,1,12/6/2010 12:55,1.25,17259,United Kingdom
537375,84991,60 TEATIME FAIRY CAKE CASES,6,12/6/2010 12:55,0.55,17019,United Kingdom
537374,21889,WOODEN BOX OF DOMINOES,1,12/6/2010 12:55,1.25,17259,United Kingdom
537374,21889,WOODEN BOX OF DOMINOES,2,12/6/2010 12:55,1.25,17259,United Kingdom
537375,22747,POPPY'S PLAYHOUSE BATHROOM,2,12/6/2010 12:55,2.1,17019,United Kingdom
537374,21098,CHRISTMAS TOILET ROLL,2,12/6/2010 12:55,1.25,17259,United Kingdom
537375,21098,CHRISTMAS TOILET ROLL,20,12/6/2010 12:55,1.25,17019,United Kingdom
537376,22142,CHRISTMAS CRAFT WHITE FAIRY,12,12/6/2010 12:59,1.45,16722,United Kingdom
537377,22534,MAGIC DRAWING SLATE SPACEBOY,1,12/6/2010 13:01,0.42,15882,United Kingdom
537378,22699,ROSES REGENCY TEACUP AND SAUCER,12,12/6/2010 13:06,2.95,14911,EIRE
537382,22754,SMALL RED BABUSHKA NOTEBOOK,1,12/6/2010 13:13,0.85,16710,United Kingdom
537382,22754,SMALL RED BABUSHKA NOTEBOOK,1,12/6/2010 13:13,0.85,16710,United Kingdom
537381,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,3,12/6/2010 13:13,2.95,14667,United Kingdom
537382,22728,ALARM CLOCK BAKELIKE PINK,1,12/6/2010 13:13,3.75,16710,United Kingdom
537382,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,3,12/6/2010 13:13,1.65,16710,United Kingdom
537381,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12/6/2010 13:13,3.75,14667,United Kingdom
537382,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,12/6/2010 13:13,3.75,16710,United Kingdom
537385,22699,ROSES REGENCY TEACUP AND SAUCER,6,12/6/2010 13:22,2.95,14487,United Kingdom
537388,22662,LUNCH BAG DOLLY GIRL DESIGN,10,12/6/2010 13:35,1.65,17682,United Kingdom
537388,20725,LUNCH BAG RED RETROSPOT,20,12/6/2010 13:35,1.65,17682,United Kingdom
537391,22142,CHRISTMAS CRAFT WHITE FAIRY,6,12/6/2010 13:53,1.45,16550,United Kingdom
537391,21240,BLUE POLKADOT CUP,12,12/6/2010 13:53,0.85,16550,United Kingdom
537391,22904,CALENDAR PAPER CUT DESIGN,4,12/6/2010 13:53,2.95,16550,United Kingdom
537391,82581,TOILET METAL SIGN,3,12/6/2010 13:53,0.55,16550,United Kingdom
537391,22352,LUNCH BOX WITH CUTLERY RETROSPOT,6,12/6/2010 13:53,2.55,16550,United Kingdom
537391,21098,CHRISTMAS TOILET ROLL,9,12/6/2010 13:53,1.25,16550,United Kingdom
537392,20725,LUNCH BAG RED RETROSPOT,5,12/6/2010 13:58,1.65,17068,United Kingdom
537393,22835,HOT WATER BOTTLE I AM SO POORLY,24,12/6/2010 13:59,4.25,13089,United Kingdom
537393,82483,WOOD 2 DRAWER CABINET WHITE FINISH,16,12/6/2010 13:59,4.95,13089,United Kingdom
537393,84029E,RED WOOLLY HOTTIE WHITE HEART.,24,12/6/2010 13:59,3.39,13089,United Kingdom
537394,22962,JAM JAR WITH PINK LID,12,12/6/2010 14:00,0.85,13089,United Kingdom
537394,22558,CLOTHES PEGS RETROSPOT PACK 24,12,12/6/2010 14:00,1.49,13089,United Kingdom
537395,85152,HAND OVER THE CHOCOLATE   SIGN,2,12/6/2010 14:05,2.1,15356,United Kingdom
537395,20974,12 PENCILS SMALL TUBE SKULL,3,12/6/2010 14:05,0.65,15356,United Kingdom
537395,22728,ALARM CLOCK BAKELIKE PINK,1,12/6/2010 14:05,3.75,15356,United Kingdom
537395,21876,POTTERING MUG,1,12/6/2010 14:05,1.25,15356,United Kingdom
537396,22699,ROSES REGENCY TEACUP AND SAUCER,1,12/6/2010 14:08,2.95,17223,United Kingdom
537396,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,12/6/2010 14:08,3.75,17223,United Kingdom
537397,22754,SMALL RED BABUSHKA NOTEBOOK,12,12/6/2010 14:19,0.85,16817,United Kingdom
537399,22635,CHILDS BREAKFAST SET DOLLY GIRL,1,12/6/2010 14:31,9.95,13030,United Kingdom
537399,22507,MEMO BOARD RETROSPOT  DESIGN,1,12/6/2010 14:31,4.95,13030,United Kingdom
537399,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,12/6/2010 14:31,6.35,13030,United Kingdom
537399,22625,RED KITCHEN SCALES,1,12/6/2010 14:31,8.5,13030,United Kingdom
537399,22605,WOODEN CROQUET GARDEN SET,3,12/6/2010 14:31,14.95,13030,United Kingdom
537400,21390,FILIGRIS HEART WITH BUTTERFLY,6,12/6/2010 14:36,1.25,17191,United Kingdom
537400,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,4,12/6/2010 14:36,3.25,17191,United Kingdom
537403,20974,12 PENCILS SMALL TUBE SKULL,2,12/6/2010 14:43,0.65,17191,United Kingdom
537404,21955,DOORMAT UNION JACK GUNS AND ROSES,1,12/6/2010 14:46,7.95,17191,United Kingdom
537404,21500,PINK POLKADOT WRAP,25,12/6/2010 14:46,0.42,17191,United Kingdom
537405,21623,VINTAGE UNION JACK MEMOBOARD,1,12/6/2010 14:51,9.95,17841,United Kingdom
537405,22835,HOT WATER BOTTLE I AM SO POORLY,1,12/6/2010 14:51,4.65,17841,United Kingdom
537405,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,1,12/6/2010 14:51,1.65,17841,United Kingdom
537405,22904,CALENDAR PAPER CUT DESIGN,1,12/6/2010 14:51,2.95,17841,United Kingdom
537409,22147,FELTCRAFT BUTTERFLY HEARTS,12,12/6/2010 15:00,1.45,15194,United Kingdom
537415,22625,RED KITCHEN SCALES,3,12/6/2010 15:09,8.5,16654,United Kingdom
537418,21452,TOADSTOOL MONEY BOX,3,12/6/2010 15:13,2.95,17884,United Kingdom
537418,22635,CHILDS BREAKFAST SET DOLLY GIRL,1,12/6/2010 15:13,9.95,17884,United Kingdom
537418,22728,ALARM CLOCK BAKELIKE PINK,1,12/6/2010 15:13,3.75,17884,United Kingdom
537418,21889,WOODEN BOX OF DOMINOES,1,12/6/2010 15:13,1.25,17884,United Kingdom
537418,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,12/6/2010 15:13,3.75,17884,United Kingdom
537421,22728,ALARM CLOCK BAKELIKE PINK,1,12/6/2010 15:25,3.75,17218,United Kingdom
537421,22534,MAGIC DRAWING SLATE SPACEBOY,2,12/6/2010 15:25,0.42,17218,United Kingdom
537422,21314,SMALL GLASS HEART TRINKET POT,1,12/6/2010 15:27,2.1,17812,United Kingdom
537422,21623,VINTAGE UNION JACK MEMOBOARD,1,12/6/2010 15:27,9.95,17812,United Kingdom
537422,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,12/6/2010 15:27,6.35,17812,United Kingdom
537422,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,2,12/6/2010 15:27,1.65,17812,United Kingdom
537428,48187,DOORMAT NEW ENGLAND,2,12/6/2010 15:38,7.95,17320,United Kingdom
537428,20685,DOORMAT RED RETROSPOT,2,12/6/2010 15:38,7.95,17320,United Kingdom
537428,85152,HAND OVER THE CHOCOLATE   SIGN,6,12/6/2010 15:38,2.1,17320,United Kingdom
537428,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,12/6/2010 15:38,7.95,17320,United Kingdom
537429,22549,PICTURE DOMINOES,8,12/6/2010 15:54,1.45,12748,United Kingdom
537434,22083,PAPER CHAIN KIT RETROSPOT,3,12/6/2010 16:57,5.91,,United Kingdom
537434,22192,BLUE DINER WALL CLOCK,1,12/6/2010 16:57,16.98,,United Kingdom
537434,48187,DOORMAT NEW ENGLAND,1,12/6/2010 16:57,14.43,,United Kingdom
537434,22619,SET OF 6 SOLDIER SKITTLES,4,12/6/2010 16:57,7.62,,United Kingdom
537434,22212,FOUR HOOK  WHITE LOVEBIRDS,1,12/6/2010 16:57,4.21,,United Kingdom
537434,22024,RAINY LADIES BIRTHDAY CARD,1,12/6/2010 16:57,0.85,,United Kingdom
537434,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,12/6/2010 16:57,2.98,,United Kingdom
537434,21314,SMALL GLASS HEART TRINKET POT,6,12/6/2010 16:57,4.21,,United Kingdom
537434,22754,SMALL RED BABUSHKA NOTEBOOK,3,12/6/2010 16:57,1.66,,United Kingdom
537434,22962,JAM JAR WITH PINK LID,2,12/6/2010 16:57,1.66,,United Kingdom
537434,21992,VINTAGE PAISLEY STATIONERY SET,7,12/6/2010 16:57,2.51,,United Kingdom
537434,22669,RED BABY BUNTING,2,12/6/2010 16:57,5.91,,United Kingdom
537434,22817,CARD SUKI BIRTHDAY,1,12/6/2010 16:57,0.85,,United Kingdom
537434,22558,CLOTHES PEGS RETROSPOT PACK 24,2,12/6/2010 16:57,2.51,,United Kingdom
537434,20685,DOORMAT RED RETROSPOT,1,12/6/2010 16:57,14.43,,United Kingdom
537434,20974,12 PENCILS SMALL TUBE SKULL,4,12/6/2010 16:57,1.28,,United Kingdom
537434,22327,ROUND SNACK BOXES SET OF 4 SKULLS,3,12/6/2010 16:57,5.91,,United Kingdom
537434,22644,CERAMIC CHERRY CAKE MONEY BANK,2,12/6/2010 16:57,3.36,,United Kingdom
537434,22467,GUMBALL COAT RACK,26,12/6/2010 16:57,5.06,,United Kingdom
537434,22814,CARD PARTY GAMES,2,12/6/2010 16:57,0.85,,United Kingdom
537434,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,12/6/2010 16:57,25.49,,United Kingdom
537434,22147,FELTCRAFT BUTTERFLY HEARTS,2,12/6/2010 16:57,3.36,,United Kingdom
537434,22835,HOT WATER BOTTLE I AM SO POORLY,7,12/6/2010 16:57,9.32,,United Kingdom
537434,22845,VINTAGE CREAM CAT FOOD CONTAINER,4,12/6/2010 16:57,12.72,,United Kingdom
537434,22625,RED KITCHEN SCALES,2,12/6/2010 16:57,16.98,,United Kingdom
537434,22699,ROSES REGENCY TEACUP AND SAUCER,2,12/6/2010 16:57,5.91,,United Kingdom
537434,21231,SWEETHEART CERAMIC TRINKET BOX,2,12/6/2010 16:57,2.51,,United Kingdom
537434,21803,CHRISTMAS TREE STAR DECORATION,16,12/6/2010 16:57,0.43,,United Kingdom
537434,22728,ALARM CLOCK BAKELIKE PINK,1,12/6/2010 16:57,7.62,,United Kingdom
537434,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,4,12/6/2010 16:57,3.36,,United Kingdom
537434,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,12/6/2010 16:57,16.98,,United Kingdom
537434,21901,"KEY FOB , BACK DOOR ",2,12/6/2010 16:57,1.66,,United Kingdom
537434,22605,WOODEN CROQUET GARDEN SET,1,12/6/2010 16:57,25.49,,United Kingdom
537434,21232,STRAWBERRY CERAMIC TRINKET BOX,8,12/6/2010 16:57,2.51,,United Kingdom
537434,85049C,ROMANTIC PINKS RIBBONS,1,12/6/2010 16:57,2.51,,United Kingdom
537434,22271,FELTCRAFT DOLL ROSIE,1,12/6/2010 16:57,5.91,,United Kingdom
537434,21876,POTTERING MUG,1,12/6/2010 16:57,3.36,,United Kingdom
537434,21832,CHOCOLATE CALCULATOR,4,12/6/2010 16:57,3.36,,United Kingdom
537434,22662,LUNCH BAG DOLLY GIRL DESIGN,1,12/6/2010 16:57,4.21,,United Kingdom
537434,22422,TOOTHPASTE TUBE PEN,3,12/6/2010 16:57,1.28,,United Kingdom
537434,22620,4 TRADITIONAL SPINNING TOPS,2,12/6/2010 16:57,2.51,,United Kingdom
537434,21889,WOODEN BOX OF DOMINOES,5,12/6/2010 16:57,2.51,,United Kingdom
537434,22904,CALENDAR PAPER CUT DESIGN,1,12/6/2010 16:57,5.91,,United Kingdom
537434,22920,HERB MARKER BASIL,1,12/6/2010 16:57,1.66,,United Kingdom
537434,48185,DOORMAT FAIRY CAKE,2,12/6/2010 16:57,14.43,,United Kingdom
537434,84375,SET OF 20 KIDS COOKIE CUTTERS,2,12/6/2010 16:57,4.21,,United Kingdom
537434,20725,LUNCH BAG RED RETROSPOT,4,12/6/2010 16:57,4.21,,United Kingdom
537434,84832,ZINC WILLIE WINKIE  CANDLE STICK,4,12/6/2010 16:57,1.66,,United Kingdom
537434,22352,LUNCH BOX WITH CUTLERY RETROSPOT,1,12/6/2010 16:57,5.06,,United Kingdom
537434,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,12/6/2010 16:57,7.62,,United Kingdom
537434,22534,MAGIC DRAWING SLATE SPACEBOY,3,12/6/2010 16:57,0.85,,United Kingdom
537434,21098,CHRISTMAS TOILET ROLL,17,12/6/2010 16:57,2.51,,United Kingdom
537434,21174,POTTERING IN THE SHED METAL SIGN,1,12/6/2010 16:57,4.21,,United Kingdom
537434,22983,CARD BILLBOARD FONT,2,12/6/2010 16:57,0.85,,United Kingdom
537435,22699,ROSES REGENCY TEACUP AND SAUCER,10,12/6/2010 16:58,2.95,17920,United Kingdom
537441,22212,FOUR HOOK  WHITE LOVEBIRDS,4,12/6/2010 17:26,2.1,13564,United Kingdom
537441,22835,HOT WATER BOTTLE I AM SO POORLY,2,12/6/2010 17:26,4.65,13564,United Kingdom
537441,21876,POTTERING MUG,6,12/6/2010 17:26,1.25,13564,United Kingdom
537441,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,12/6/2010 17:26,3.75,13564,United Kingdom
537441,22983,CARD BILLBOARD FONT,36,12/6/2010 17:26,0.42,13564,United Kingdom
537442,22835,HOT WATER BOTTLE I AM SO POORLY,1,12/6/2010 17:29,4.65,,United Kingdom
537446,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,12/7/2010 9:13,5.95,18055,United Kingdom
537446,72741,GRAND CHOCOLATECANDLE,18,12/7/2010 9:13,1.45,18055,United Kingdom
537447,22644,CERAMIC CHERRY CAKE MONEY BANK,12,12/7/2010 9:21,1.45,13963,United Kingdom
537457,21174,POTTERING IN THE SHED METAL SIGN,48,12/7/2010 9:51,1.65,17511,United Kingdom
537458,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,12/7/2010 9:55,3.75,17091,United Kingdom
537459,22549,PICTURE DOMINOES,12,12/7/2010 9:57,1.45,17470,United Kingdom
537463,22467,GUMBALL COAT RACK,36,12/7/2010 10:08,2.1,12681,France
537463,22300,COFFEE MUG DOG + BALL DESIGN,12,12/7/2010 10:08,2.55,12681,France
537463,22352,LUNCH BOX WITH CUTLERY RETROSPOT,6,12/7/2010 10:08,2.55,12681,France
537464,20685,DOORMAT RED RETROSPOT,2,12/7/2010 10:14,7.95,14907,United Kingdom
537464,22147,FELTCRAFT BUTTERFLY HEARTS,12,12/7/2010 10:14,1.45,14907,United Kingdom
537464,21876,POTTERING MUG,12,12/7/2010 10:14,1.25,14907,United Kingdom
537465,22147,FELTCRAFT BUTTERFLY HEARTS,12,12/7/2010 10:32,1.45,17735,United Kingdom
537465,84375,SET OF 20 KIDS COOKIE CUTTERS,12,12/7/2010 10:32,2.1,17735,United Kingdom
537468,22558,CLOTHES PEGS RETROSPOT PACK 24,12,12/7/2010 10:36,1.49,12567,France
537467,22835,HOT WATER BOTTLE I AM SO POORLY,2,12/7/2010 10:36,4.65,16059,United Kingdom
537467,85049C,ROMANTIC PINKS RIBBONS,2,12/7/2010 10:36,1.25,16059,United Kingdom
537467,21889,WOODEN BOX OF DOMINOES,3,12/7/2010 10:36,1.25,16059,United Kingdom
537468,22747,POPPY'S PLAYHOUSE BATHROOM,6,12/7/2010 10:36,2.1,12567,France
537468,20725,LUNCH BAG RED RETROSPOT,10,12/7/2010 10:36,1.65,12567,France
537470,22699,ROSES REGENCY TEACUP AND SAUCER,6,12/7/2010 10:47,2.95,15018,United Kingdom
537484,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,48,12/7/2010 11:30,2.75,14733,United Kingdom
537484,82483,WOOD 2 DRAWER CABINET WHITE FINISH,16,12/7/2010 11:30,4.95,14733,United Kingdom
537489,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,10,12/7/2010 11:33,1.65,17017,United Kingdom
537534,22619,SET OF 6 SOLDIER SKITTLES,1,12/7/2010 11:48,0,,United Kingdom
537534,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,12/7/2010 11:48,0,,United Kingdom
537534,22625,RED KITCHEN SCALES,1,12/7/2010 11:48,0,,United Kingdom
537534,22620,4 TRADITIONAL SPINNING TOPS,1,12/7/2010 11:48,0,,United Kingdom
537534,84832,ZINC WILLIE WINKIE  CANDLE STICK,1,12/7/2010 11:48,0,,United Kingdom
537567,21174,POTTERING IN THE SHED METAL SIGN,1,12/7/2010 11:59,1.95,18119,United Kingdom
537592,21901,"KEY FOB , BACK DOOR ",24,12/7/2010 12:18,0.65,17491,United Kingdom
537593,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,50,12/7/2010 12:21,1.95,14282,United Kingdom
537594,21452,TOADSTOOL MONEY BOX,6,12/7/2010 12:28,2.95,12647,Germany
537595,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,12/7/2010 12:29,5.95,13569,United Kingdom
537595,22422,TOOTHPASTE TUBE PEN,2,12/7/2010 12:29,0.65,13569,United Kingdom
537598,22835,HOT WATER BOTTLE I AM SO POORLY,8,12/7/2010 12:37,4.65,14135,United Kingdom
537598,22904,CALENDAR PAPER CUT DESIGN,6,12/7/2010 12:37,2.95,14135,United Kingdom
537598,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,12/7/2010 12:37,3.75,14135,United Kingdom
537601,48187,DOORMAT NEW ENGLAND,1,12/7/2010 12:43,7.95,17287,United Kingdom
C537602,22065,CHRISTMAS PUDDING TRINKET POT,-1,12/7/2010 12:45,1.25,17511,United Kingdom
537603,22835,HOT WATER BOTTLE I AM SO POORLY,4,12/7/2010 12:49,4.65,14673,United Kingdom
537604,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,12/7/2010 13:01,1.45,13488,United Kingdom
537604,22558,CLOTHES PEGS RETROSPOT PACK 24,48,12/7/2010 13:01,1.25,13488,United Kingdom
537604,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,24,12/7/2010 13:01,2.75,13488,United Kingdom
537604,84991,60 TEATIME FAIRY CAKE CASES,24,12/7/2010 13:01,0.55,13488,United Kingdom
537605,21231,SWEETHEART CERAMIC TRINKET BOX,4,12/7/2010 13:13,1.25,16221,United Kingdom
537605,21232,STRAWBERRY CERAMIC TRINKET BOX,4,12/7/2010 13:13,1.25,16221,United Kingdom
537606,21452,TOADSTOOL MONEY BOX,4,12/7/2010 13:16,2.95,15002,United Kingdom
537606,22637,PIGGY BANK RETROSPOT,4,12/7/2010 13:16,2.55,15002,United Kingdom
537606,22065,CHRISTMAS PUDDING TRINKET POT,4,12/7/2010 13:16,1.45,15002,United Kingdom
537606,72741,GRAND CHOCOLATECANDLE,9,12/7/2010 13:16,1.45,15002,United Kingdom
537606,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12/7/2010 13:16,3.75,15002,United Kingdom
537607,22713,CARD I LOVE LONDON,12,12/7/2010 13:18,0.42,15965,United Kingdom
537608,22083,PAPER CHAIN KIT RETROSPOT,6,12/7/2010 13:20,2.95,15024,United Kingdom
537608,48187,DOORMAT NEW ENGLAND,1,12/7/2010 13:20,7.95,15024,United Kingdom
537608,20685,DOORMAT RED RETROSPOT,1,12/7/2010 13:20,7.95,15024,United Kingdom
537608,48185,DOORMAT FAIRY CAKE,1,12/7/2010 13:20,7.95,15024,United Kingdom
537609,85152,HAND OVER THE CHOCOLATE   SIGN,48,12/7/2010 13:22,1.69,17675,United Kingdom
537609,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,24,12/7/2010 13:22,2.75,17675,United Kingdom
537612,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,48,12/7/2010 13:28,2.75,13769,United Kingdom
537614,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,12/7/2010 13:29,1.95,16904,United Kingdom
537614,22467,GUMBALL COAT RACK,2,12/7/2010 13:29,2.55,16904,United Kingdom
537614,22728,ALARM CLOCK BAKELIKE PINK,2,12/7/2010 13:29,3.75,16904,United Kingdom
537615,48185,DOORMAT FAIRY CAKE,5,12/7/2010 13:30,7.95,15898,United Kingdom
537618,48187,DOORMAT NEW ENGLAND,20,12/7/2010 13:50,6.75,15061,United Kingdom
537618,20685,DOORMAT RED RETROSPOT,20,12/7/2010 13:50,6.75,15061,United Kingdom
537618,22467,GUMBALL COAT RACK,36,12/7/2010 13:50,2.1,15061,United Kingdom
537620,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,12/7/2010 14:00,3.75,13880,United Kingdom
537621,22663,JUMBO BAG DOLLY GIRL DESIGN,3,12/7/2010 14:29,1.95,,United Kingdom
537622,22962,JAM JAR WITH PINK LID,12,12/7/2010 14:30,0.85,13173,United Kingdom
537622,84375,SET OF 20 KIDS COOKIE CUTTERS,1,12/7/2010 14:30,2.1,13173,United Kingdom
537622,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,12/7/2010 14:30,3.75,13173,United Kingdom
537623,21314,SMALL GLASS HEART TRINKET POT,8,12/7/2010 14:31,2.1,15858,United Kingdom
